"menu_id";"id";"menu_nm";"menu_price"
321;73;"무지개밤식빵";"6,000원"
322;73;"무지개치즈식빵";"6,000원"
323;73;"무지개호두앙식빵";"6,000원"
324;73;"깜장밤식빵";"5,000원"
325;73;"깜장치즈식빵";"5,000원"
326;74;"밀크티파운드";"3,500원"
327;74;"치즈파운드";"4,500원"
328;74;"후르츠파운드";"4,000원"
329;74;"말차파운드";"4,000원"
330;74;"흑임자파운드";"4,000원"
331;74;"초코파운드";"4,500원"
332;75;"구로 맘모스";"5,000원"
333;75;"밤빵";"3,500원"
334;75;"버터크림빵";"1,400원"
335;76;"크로와상";"2,900원"
336;76;"시오빵";"3,000원"
337;76;"쎄마롱 케이크";"35,000원"
338;76;"베리 생크림 케이크";"37,000원"
339;77;"크림갈릭빵";"4,500원"
340;77;"야채빵";"5,000원"
341;77;"마카롱";"2,000원"
342;77;"옥수수몽블랑";"7,000원"
343;77;"크림치즈 케이크 빵";"6,000원"
344;77;"미니 생크림 케이크";"10,000원"
345;78;"프로슈토&부라타치즈샐러드";"15,000원"
346;78;"감바스 알 아히요";"13,000원"
347;78;"카프레제샐러드";"14,000원"
348;78;"봉골레파스타";"16,000원"
349;78;"새우오일파스타";"16,000원"
350;78;"새우크림파스타";"17,000원"
351;78;"볼로네제파스타";"18,000원"
352;78;"로스트치킨";"18,000원"
353;78;"찹스테이크";"23,000원"
354;82;"순메밀식빵";"7,500원"
355;82;"구운도넛";"3,000원"
356;82;"모찌크림치즈빵";"3,000원"
357;82;"쫀득올리브";"3,800원"
358;82;"순메밀단팥빵";"3,800원"
359;84;"시골빵";"5,000원"
360;84;"화덕 카스테라";"6,000원"
361;86;"아메리카노";"3,000원"
362;86;"카페라떼";"4,300원"
363;86;"카푸치노";"4,500원"
364;86;"카페모카";"4,500원"
365;86;"딸기스무디";"5,500원"
366;86;"망고스무디";"5,500원"
367;86;"요거트스무디";"5,500원"
368;86;"초코블랜디드";"5,500원"
369;86;"녹차블랜디드";"5,500원"
370;86;"파스타치오블랑";"3,800원"
371;86;"바닐라라떼";"4,500원"
372;86;"카라멜 마키야또";"4,500원"
373;86;"달고나카페라떼";"5,300원"
374;86;"흑당밀크버블티";"4,500원"
375;86;"밀크티";"5,000원"
376;87;"매장에 문의 바랍니다";"변동"
377;88;"더치커피";"4,500원"
378;88;"더치커피라떼(ICED ONLY)";"5,500원"
379;88;"더치아인슈페너";"5,500원"
380;88;"블루레몬에이드";"5,500원"
381;88;"자몽에이드";"5,500원"
382;89;"아메리카노";"4,500원"
383;89;"라떼";"4,500원"
384;89;"티/허브";"4,500원"
385;89;"와플";"16,000원"
386;89;"에이드";"6,000원"
387;89;"스무디";"7,000원"
388;89;"젤라또 Double";"4,000원"
389;89;"젤라또 Triple";"8,000원"
390;90;"건강빵(무설탕빵)";"4,000원"
391;90;"건강빵(무설탕)";"4,500원"
392;91;"팥빵";"1,800원"
393;92;"치즈식빵";"3,500원"
394;92;"브리오슈식빵(우유크림치즈)";"4,000원"
395;92;"올리브치즈식빵";"4,000원"
396;93;"순쌀식빵";"4,000원"
397;93;"쌀치즈연유빵";"3,500원"
398;93;"뽕잎쌀빵(설탕,버터,게란No)";"3,500원"
399;93;"현미쌀빵(설탕,버터,계란No)";"3,500원"
400;93;"크랜베리호두쌀빵";"3,500원"
401;93;"100%쌀카스테라";"3,000원"
402;94;"아메리카노";"3,500원"
403;95;"시금치 토마토 크림치즈 식빵";"3,500원"
404;97;"프로마쥬";"3,000원"
405;97;"호밀브레드";"4,800원"
406;97;"엘리게이터";"5,000원"
407;97;"블루베리데니시";"2,800원"
408;98;"아메리카노";"6,000원"
409;98;"카푸치노";"7,000원"
410;98;"카페라떼";"7,000원"
411;98;"바닐라라떼";"7,000원"
412;98;"카라멜라떼";"7,000원"
413;99;"바게트마늘빵";"5,000원"
414;100;"아메리카노";"5,000원"
415;100;"에스프레소";"5,000원"
416;100;"카푸치노";"5,500원"
417;100;"카페모카";"6,000원"
418;100;"바닐라라떼";"6,000원"
419;101;"아메리카노";"4,500원"
420;101;"카페라떼";"5,500원"
421;101;"밀크티";"6,000원"
422;102;"새우바게트";"5,000원"
423;102;"모카찰빵";"5,000원"
424;102;"포테이토로세";"4,500원"
425;102;"크림치즈브레드";"5,000원"
426;102;"포레노와롤";"6,000원"
427;102;"쌀단팥빵";"2,000원"
428;102;"우유식빵";"4,000원"
429;103;"식빵";"변동"
430;104;"에스프레소";"3,000원"
431;104;"아메리카노";"3,500원"
432;104;"사케라또";"4,000원"
433;104;"아포카또";"5,000원"
434;104;"자몽에이드";"4,000원"
435;106;"엔젤쉬폰";"5,500원"
436;106;"아메리카노";"3,000원"
437;107;"우유식빵";"5,000원"
438;107;"치아바타";"2,500원"
439;107;"치앙바타";"5,000원"
440;107;"티라미수";"5,000원"
441;107;"스콘";"3,000원"
442;107;"브라우니";"2,500원"
443;107;"파운드";"2,500원"
444;107;"에그타르트";"2,500원"
445;109;"크루아상";"2,800원"
446;109;"뺑오쇼콜라";"3,200원"
447;109;"라우겐";"3,500원"
448;109;"초코크루아상";"3,300원"
449;109;"아몬드뺑오쇼콜라";"3,600원"
450;109;"애플시나몬";"3,200원"
451;109;"플레인스콘";"2,500원"
452;109;"에그타르트";"2,000원"
453;109;"앙버터페스츄리";"4,000원"
454;109;"스네일";"3,000원"
455;109;"초코칩스콘";"3,000원"
456;109;"소보로스콘";"3,000원"
457;110;"벨기에 오리지널 와플";"1,600원"
458;110;"리에주와플";"2,800원"
459;110;"벨기에수제쿠키묶음";"6,600원"
460;110;"클래식 핫도그";"2,900원"
461;110;"치즈 핫도그";"3,500원"
462;110;"칠리치즈 핫도그";"4,200원"
463;110;"벨지언피클 핫도그";"5,400원"
464;110;"크록 머슈";"5,800원"
465;110;"에스프레소";"2,900원"
466;110;"카페 아메리카노";"3,200원"
467;110;"카페 라떼";"3,700원"
468;110;"카푸치노";"3,700원"
469;110;"카페모카";"3,900원"
470;110;"카라멜 마끼아또";"3,900원"
471;110;"바닐라 라떼";"3,900원"
472;111;"커피";"3,000원"
473;111;"빵";"3,000원"
474;112;"카페오레";"18,000원"
475;112;"블루베리 치즈무스";"19,000원"
476;112;"프랑보아즈무즈";"20,000원"
477;112;"포도치즈케이크";"16,000원"
478;112;"고구마파이";"1,000원"
479;113;"우유식빵";"3,900원"
480;113;"초코 머핀";"2,500원"
481;113;"버터 프레첼";"3,200원"
482;113;"꾸덕 브라우니";"3,500원"
483;114;"단호박 브레드";"3,500원"
484;114;"크림치즈소보루";"2,000원"
485;115;"우유식빵";"4,000원"
486;117;"단팥빵";"1,000원"
487;117;"소보로빵";"1,000원"
488;117;"우유식빵";"3,800원"
489;117;"옥수수식빵";"5,000원"
490;117;"올리브식빵";"4,500원"
491;117;"카스테라";"2,500원"
492;117;"밤식빵";"4,500원"
493;117;"시나몬호두식빵";"5,000원"
494;117;"에멘탈치즈식빵";"4,500원"
495;117;"야채식빵";"3,500원"
496;117;"초코큐브식빵";"2,800원"
497;117;"호두크림치즈식빵";"4,500원"
498;117;"고구마식빵";"4,000원"
499;117;"잡곡식빵";"4,500원"
500;117;"흑미식빵";"4,500원"
501;118;"아메리카노";"5,000원"
502;118;"초코라떼";"6,000원"
503;118;"녹차라떼";"6,000원"
504;118;"차이라떼";"6,000원"
505;118;"에이드";"6,000원"
506;119;"런치세트";"60,000원"
507;119;"양파수프";"14,000원"
508;121;"단팥빵";"1,000원"
509;121;"소보로빵";"1,000원"
510;121;"우유식빵(대)";"3,800원"
511;121;"초코큐브식빵";"2,800원"
512;121;"에멘탈치즈식빵";"4,500원"
513;121;"호두크림치즈식빵";"4,500원"
514;121;"우유식빵(소)";"2,500원"
515;121;"올리브식빵(대)";"4,500원"
516;121;"올리브식빵(소)";"2,800원"
517;121;"잡곡식빵(대)";"4,500원"
518;121;"잡곡식빵(소)";"2,800원"
519;121;"밤식빵";"4,500원"
520;121;"버터식빵";"4,500원"
521;121;"구운고로케";"1,500원"
522;121;"러스크";"1,500원"
523;122;"새우바게트";"5,000원"
524;122;"모카찰빵";"5,000원"
525;122;"포테이토로세";"4,500원"
526;122;"크림치즈브레드";"5,000원"
527;122;"포레노와롤";"6,000원"
528;122;"쌀단팥빵";"2,000원"
529;122;"우유식빵";"4,000원"
530;123;"아메리카노";"3,500원"
531;123;"카페라떼";"4,000원"
532;123;"플랫화이트";"4,000원"
533;123;"바닐라라떼";"4,300원"
534;123;"카라멜마끼아또";"4,300원"
535;126;"단팥빵";"500원"
536;126;"완두앙금";"500원"
537;126;"소보루";"500원"
538;126;"슈크림";"500원"
539;126;"버터크림";"500원"
540;128;"브런치뷔페(8세이상)";"9,900원"
541;128;"브런치뷔페(3세~7세)";"4,900원"
542;128;"아메리카노";"4,000원"
543;129;"크로와상";"3,400원"
544;130;"크라운블루베리";"6,900원"
545;130;"앙버터";"3,800원"
546;130;"칠리핫도그";"4,500원"
547;130;"블루베리팡도르";"6,500원"
548;130;"레이즌스콘";"3,000원"
549;130;"마들렌초코월넛";"2,800원"
550;130;"마들렌";"2,500원"
551;131;"수제 통단팥빵";"2,000원"
552;131;"마약 고로케";"2,000원"
553;131;"아몬드 소보로빵";"2,000원"
554;131;"라즈베리크림치즈빵";"3,000원"
555;131;"월넛 초코칩 스콘";"3,000원"
556;131;"레몬마들렌 [3개입]";"3,000원"
557;131;"# 홈페이지를 참조하세요~";"1원"
558;132;"점심";"8,700~33,000"
559;132;"저녁";"8,700~25,000"
560;132;"밥먹자 빠르크 세트 1인";"변동"
561;132;"점심상 탕수버섯";"13,000~16,000"
562;132;"점심상 횡성산골더덕&새송이구이";"15,000원"
563;132;"점심상 오징어초무침";"13,000원"
564;132;"점심상 전복장밥과 김부각";"15,000원"
565;132;"점심상 호주산생소부챗살구이";"17,000~22,000"
566;132;"점심상 시골청국장";"11,000원"
567;132;"점심상 보고치니 버섯카레";"12,000원"
568;132;"점심상 미국산 블랙 앵거스 LA갈비구이 300g";"30,000원"
569;132;"점심상 수란&베이컨을 올린 묵은지 볶음밥";"13,000원"
570;132;"점심상 묵은지볶음밥";"11,000원"
571;132;"저녁상 순두부샐러드";"9,000원"
572;132;"저녁상 채소 해파리냉채";"8,000원"
573;133;"카페라떼";"4,500원"
574;133;"아메리카노";"3,800원"
575;133;"홈메이드팥빙수1인";"6,500원"
576;133;"오렌지자몽빙수";"6,000원"
577;135;"비건디저트";"변동"
578;135;"모카포트 커피";"변동"
579;137;"앙버터";"3,500원"
580;137;"시골빵";"3,500원"
581;137;"스콘 종류";"2,000~3,200"
582;137;"치아바타 종류";"2,000~2,800"
583;137;"브레첼 종류";"2,500~3,000"
584;137;"마들렌";"1,600원"
585;137;"파운드";"4,500원"
586;137;"타르트";"2,500원"
587;137;"치아바타샌드위치";"3,800원"
588;138;"에스프레소";"3,000원"
589;138;"아메리카노";"3,500원"
590;138;"카페라떼";"4,000원"
591;138;"카푸치노";"4,000원"
592;138;"카페모카";"4,500원"
593;139;"아메리카노";"4,300원"
594;139;"카페라떼";"4,800원"
595;139;"연유라떼";"5,800원"
596;139;"아인슈페너";"6,000원"
597;139;"아포가토";"6,000원"
598;140;"치즈스테이크파니니";"8,900원"
599;140;"트러플풍기 파니니";"8,900원"
600;140;"햄치즈파니니";"7,900원"
601;140;"연어파니니";"10,900원"
602;140;"그릴드 디아볼라 파니니";"7,900원"
603;140;"마르게리타 파니니";"7,900원"
604;142;"생딸기케익";"36,000원"
605;142;"아메리카노";"3,000원"
606;142;"아이스아메리카노";"3,600원"
607;142;"팥빙수";"10,000원"
608;142;"샌드위치";"7,500원"
609;142;"샐러드";"7,500원"
610;142;"키리쉬케익";"35,000원"
611;142;"레몬케익";"3,300원"
612;143;"유기농먹물치즈식빵";"4,900원"
613;143;"단팥빵";"2,000원"
614;143;"앙";"4,200원"
615;143;"어니언 크림치즈 베이글";"4,300원"
616;143;"우유크림 롤";"17,500원"
617;143;"레몬 크림치즈빵";"2,000원"
618;143;"깜파뉴";"5,500원"
619;143;"유기농 현미쌀빵";"3,900원"
620;143;"르방";"3,500원"
621;143;"크렌베리바케트앙버터";"4,500원"
622;144;"몽블랑";"6,000원"
623;144;"마늘바게트";"5,500원"
624;144;"바게트샌드위치 (소)";"4,500원"
625;146;"연어사시미 1/2";"14,000원"
626;146;"바지락술찜";"10,000원"
627;146;"버터감자";"9,000원"
628;146;"고로케";"14,000원"
629;146;"아스파라거스볶음";"9,000원"
630;146;"소주";"5,000원"
631;146;"음료";"2,500원"
632;148;"프랑스 마카롱";"1,100원"
633;148;"스위스 마카롱";"11,000원"
634;148;"다쿠와즈";"1,200원"
635;148;"에끌레어";"2,000원"
636;148;"모찌롤";"5,500원"
637;148;"쇼콜라 큐브 케익";"5,500원"
638;148;"프리미엄 마카롱";"1,600원"
639;148;"가나슈 마카롱";"1,400원"
640;149;"어니언 크림치즈";"6,000원"
641;149;"달달한 누룽지";"5,500원"
642;149;"갈릭바게트";"6,000원"
643;149;"몽블랑";"6,000원"
644;149;"까망쫀득쫀득";"6,000원"
645;149;"파네토네";"15,000원"
646;149;"공주밤식빵";"5,800원"
647;149;"고구마듬뿍";"5,800원"
648;149;"먹물쌀빵블랙홀";"6,500원"
649;149;"바질토마토";"5,000원"
650;153;"바게트";"3,500원"
651;153;"크로아상";"3,500원"
652;153;"초코크로아상";"3,800원"
653;153;"뺑오쇼콜라";"3,800원"
654;153;"에그타르트";"2,800원"
655;155;"피레네 바움쿠헨 (5cm)";"16,000원"
656;155;"이치고(딸기) 바움쿠헨";"20,000원"
657;155;"플레인 바움쿠헨 (5cm)";"15,000원"
658;155;"맛차 바움쿠헨 (5cm)";"16,000원"
659;155;"초코바나나 바움쿠헨 (5cm)";"16,000원"
660;155;"피레네 바움쿠헨 (조각)";"7,500원"
661;155;"미니세트 (미니 4개입)";"9,500원"
662;155;"미니세트 (미니 8개입)";"19,000원"
663;155;"미니세트 (미니 12개입)";"28,000원"
664;155;"멜론 크림 소다";"7,500원"
665;155;"바움 소프트크림";"4,500원"
666;155;"아포가토";"6,000원"
667;155;"나무 케이크";"6,500원"
668;155;"커스터드 바움쿠헨";"7,000원"
669;157;"마농바게트";"변동"
670;157;"메이플크림치즈";"변동"
671;157;"썬드라이";"변동"
672;157;"요거딸기공주케잌s";"변동"
673;157;"프레지에s";"변동"
674;157;"딸기듬뿍생크림";"변동"
675;158;"아메리카노";"2,500원"
676;160;"스콘";"변동"
677;161;"초코롤식빵";"5,500원"
678;161;"치즈식빵";"5,500원"
